Date,Open,High,Low,Close,Adj Close,Volume
2020-08-03,254.020004,260.649994,254.000000,257.940002,257.940002,11530300
2020-08-04,260.079987,262.559998,258.820007,262.200012,262.200012,10994500
2020-08-05,263.739990,265.976013,261.755005,264.910004,264.910004,10673800
2020-08-06,263.420013,265.700012,259.200012,265.679993,265.679993,10359500
2020-08-07,257.410004,257.760010,247.570007,252.100006,252.100006,22529600
2020-08-10,249.339996,251.750000,246.100006,248.130005,248.130005,13621700
2020-08-11,251.289993,252.880005,247.830002,248.419998,248.419998,10681800
2020-08-12,249.250000,256.079987,248.679993,255.190002,255.190002,11112300
2020-08-13,256.390015,256.970001,252.880005,253.720001,253.720001,8794500
2020-08-14,255.490005,255.770004,251.639999,253.970001,253.970001,7876400
2020-08-17,253.000000,257.375000,250.085007,256.959991,256.959991,9760000
2020-08-18,258.709991,261.420013,256.059998,259.200012,259.200012,13267800
2020-08-19,260.890015,261.290009,257.380005,260.589996,260.589996,14096500
2020-08-20,256.890015,258.880005,254.179993,257.970001,257.970001,21460800
2020-08-21,259.029999,267.429993,258.309998,265.799988,265.799988,25648200
2020-08-24,273.239990,276.970001,271.619995,276.019989,276.019989,22475800
2020-08-25,278.059998,289.119995,276.040009,286.000000,286.000000,27535500
2020-08-26,289.260010,292.480011,284.100006,291.959991,291.959991,19530300
2020-08-27,290.170013,290.250000,282.100006,284.170013,284.170013,14805800
2020-08-28,285.089996,289.500000,283.570007,289.000000,289.000000,9681500
2020-08-31,288.619995,289.190002,283.609985,287.029999,287.029999,13253800
2020-09-01,289.200012,298.000000,288.869995,298.000000,298.000000,13797100
2020-09-02,299.000000,299.000000,289.790009,296.070007,296.070007,12638600
2020-09-03,289.000000,290.733002,278.160004,282.500000,282.500000,16766200
2020-09-04,279.600006,283.779999,267.390015,281.390015,281.390015,15885800
2020-09-08,270.230011,273.970001,266.589996,270.019989,270.019989,12734000
2020-09-09,274.450012,275.640015,270.880005,273.149994,273.149994,9465700
2020-09-10,274.899994,277.100006,267.399994,267.549988,267.549988,10676800
2020-09-11,272.630005,274.529999,268.119995,271.609985,271.609985,9412800
2020-09-14,275.359985,276.290009,271.760010,274.100006,274.100006,7883300
2020-09-15,278.000000,279.100006,274.799988,277.959991,277.959991,8291400
2020-09-16,281.029999,283.605011,278.000000,278.140015,278.140015,9583500
2020-09-17,273.109985,275.899994,272.321014,275.720001,275.720001,8016900
2020-09-18,275.980011,277.269989,270.549988,272.410004,272.410004,11753500
2020-09-21,269.100006,274.220001,266.399994,273.820007,273.820007,9076400
2020-09-22,276.019989,276.320007,270.049988,275.290009,275.290009,9673300
2020-09-23,275.399994,277.829987,271.500000,272.950012,272.950012,7353200
2020-09-24,267.929993,271.250000,267.334015,269.730011,269.730011,9562100
2020-09-25,267.570007,271.809998,264.559998,271.089996,271.089996,11466600
2020-09-28,275.529999,278.839996,274.199005,276.010010,276.010010,8761700
2020-09-29,275.429993,279.299988,274.899994,276.929993,276.929993,7673300
2020-09-30,284.010010,295.000000,283.709991,293.980011,293.980011,24777700
2020-10-01,295.260010,295.589996,288.250000,290.049988,290.049988,16304000
2020-10-02,286.619995,291.979004,286.510010,288.170013,288.170013,11482800
2020-10-05,289.059998,290.000000,284.880005,288.269989,288.269989,17876400
2020-10-06,287.410004,296.839996,286.910004,292.390015,292.390015,15860400
2020-10-07,297.989990,299.510010,292.869995,296.500000,296.500000,16669300
2020-10-08,298.109985,302.299988,295.441010,300.540009,300.540009,15105800
2020-10-09,298.549988,302.609985,297.739990,299.739990,299.739990,11442200
2020-10-12,303.950012,309.640015,301.285004,306.339996,306.339996,14780100
2020-10-13,306.359985,310.010010,303.029999,308.779999,308.779999,10898500
2020-10-14,309.000000,309.959991,300.799988,301.040009,301.040009,15157800
2020-10-15,293.799988,299.863007,292.609985,299.459991,299.459991,9709900
2020-10-16,303.989990,310.000000,302.950012,307.309998,307.309998,12338000
2020-10-19,309.890015,313.809998,303.410004,305.290009,305.290009,14107300
2020-10-20,307.600006,311.799988,307.059998,309.809998,309.809998,8806100
2020-10-21,311.750000,314.000000,307.700012,307.970001,307.970001,11139700
2020-10-22,311.459991,311.850006,304.209991,306.279999,306.279999,8008400
2020-10-23,307.269989,310.329987,304.059998,309.920013,309.920013,6231400
2020-10-26,309.920013,315.459991,303.200012,306.869995,306.869995,9350100
2020-10-27,307.750000,319.320007,305.609985,317.140015,317.140015,13175900
2020-10-28,313.500000,313.500000,306.000000,307.940002,307.940002,13644500
2020-10-29,309.440002,315.579987,308.910004,312.559998,312.559998,11174500
2020-10-30,308.549988,310.829987,300.190002,304.690002,304.690002,14918500
2020-11-02,310.950012,311.440002,305.390015,310.839996,310.839996,11857600
2020-11-03,286.200012,294.279999,280.779999,285.570007,285.570007,58132500
2020-11-04,287.790009,299.170013,285.299988,295.709991,295.709991,28791200
2020-11-05,289.089996,291.250000,279.600006,287.750000,287.750000,50065200
2020-11-06,291.489990,300.890015,289.786011,299.950012,299.950012,25259600
2020-11-09,303.769989,304.000000,290.500000,290.529999,290.529999,22559900
2020-11-10,279.970001,280.000000,264.329987,266.540009,266.540009,61064000
2020-11-11,261.920013,271.920013,261.204987,265.649994,265.649994,41699000
2020-11-12,271.040009,271.200012,263.040009,264.309998,264.309998,27119100
2020-11-13,264.720001,265.440002,257.170013,260.839996,260.839996,33942800
2020-11-16,260.420013,262.570007,257.029999,258.309998,258.309998,20864200
2020-11-17,260.279999,260.279999,256.540009,256.799988,256.799988,19739500
2020-11-18,257.760010,258.309998,252.550003,255.830002,255.830002,28307100
2020-11-19,255.000000,261.399994,253.559998,259.890015,259.890015,20752800
2020-11-20,263.970001,272.369995,261.899994,270.739990,270.739990,34178400
2020-11-23,274.750000,275.730011,266.411011,270.109985,270.109985,25317100
2020-11-24,276.234985,280.609985,272.799988,279.959991,279.959991,20660500
2020-11-25,275.700012,279.329987,274.049988,277.720001,277.720001,15229300
2020-11-27,278.799988,278.920013,275.665985,276.480011,276.480011,9583200
2020-11-30,268.970001,268.970001,262.519989,263.359985,263.359985,30476100
2020-12-01,265.470001,265.670013,261.570007,264.010010,264.010010,14573100
2020-12-02,262.000000,263.100006,260.109985,261.320007,261.320007,13919700
2020-12-03,263.779999,268.600006,263.140015,266.910004,266.910004,15520500
2020-12-04,271.019989,271.299988,266.269989,267.250000,267.250000,15527600
2020-12-07,265.700012,265.970001,262.600006,264.000000,264.000000,11388700
2020-12-08,265.200012,268.399994,263.869995,266.089996,266.089996,9447700
2020-12-09,267.559998,267.910004,263.100006,263.799988,263.799988,9060700
2020-12-10,261.989990,266.089996,261.200012,264.869995,264.869995,10290300
2020-12-11,264.290009,265.320007,262.500000,264.540009,264.540009,7771300
2020-12-14,260.320007,260.855011,256.029999,256.029999,256.029999,18369900
2020-12-15,255.339996,255.679993,252.300003,255.110001,255.110001,16595600
2020-12-16,257.739990,263.179993,257.040009,261.890015,261.890015,15804800
2020-12-17,264.700012,264.850006,260.200012,264.429993,264.429993,14306600
2020-12-18,263.899994,264.899994,259.200012,260.000000,260.000000,15981800
2020-12-21,255.169998,260.459991,254.500000,260.429993,260.429993,10901800
2020-12-22,257.869995,258.339996,255.410004,255.830002,255.830002,11468400
2020-12-23,255.500000,257.350006,252.529999,256.179993,256.179993,10729200
2020-12-24,228.235001,229.899994,211.229996,222.000000,222.000000,141830000
2020-12-28,216.880005,224.990005,215.320007,222.360001,222.360001,73512100
2020-12-29,231.759995,239.190002,229.600006,236.259995,236.259995,69715900
2020-12-30,243.348007,243.389999,234.645004,238.389999,238.389999,44812300
2020-12-31,237.460007,238.919998,231.026993,232.729996,232.729996,23451800
2021-01-04,226.500000,230.380005,225.039993,227.850006,227.850006,24897900
2021-01-05,229.050003,240.759995,228.119995,240.399994,240.399994,35823800
2021-01-06,234.949997,238.300003,225.860001,227.610001,227.610001,37146100
2021-01-07,229.309998,229.949997,220.089996,226.899994,226.899994,49361800
2021-01-08,227.880005,238.600006,226.682999,236.190002,236.190002,34884900
2021-01-11,229.899994,230.824997,225.860001,227.369995,227.369995,23036900
2021-01-12,228.384995,229.750000,225.139999,225.600006,225.600006,18969900
2021-01-13,229.940002,240.490005,226.289993,235.300003,235.300003,38805100
2021-01-14,245.309998,245.699997,241.470001,242.979996,242.979996,31381600
2021-01-15,246.250000,246.990005,242.149994,243.460007,243.460007,21561600
2021-01-19,250.000000,252.880005,246.990005,251.649994,251.649994,23681900
2021-01-20,267.500000,269.000000,262.700012,265.489990,265.489990,44640800
2021-01-21,264.130005,264.600006,257.899994,260.000000,260.000000,20709900
2021-01-22,256.799988,260.329987,255.500000,258.619995,258.619995,13518200
2021-01-25,263.619995,265.200012,257.850006,261.380005,261.380005,19478600
2021-01-26,263.799988,266.000000,261.119995,265.920013,265.920013,14681200
2021-01-27,265.130005,265.920013,259.950012,260.250000,260.250000,16050400
2021-01-28,259.170013,261.570007,257.329987,260.760010,260.760010,10244900
2021-01-29,256.029999,258.899994,252.300003,253.830002,253.830002,14693000
2021-02-01,258.799988,265.000000,255.195007,264.690002,264.690002,15289300
2021-02-02,264.570007,265.000000,254.039993,254.500000,254.500000,30534300
2021-02-03,264.700012,268.279999,261.250000,263.429993,263.429993,29179700
2021-02-04,269.579987,269.989990,265.558014,266.959991,266.959991,16763000
2021-02-05,264.609985,266.450012,263.209991,265.670013,265.670013,11018700
2021-02-08,264.980011,265.000000,261.820007,262.589996,262.589996,10721100
2021-02-09,263.000000,267.200012,262.540009,266.489990,266.489990,12432800
2021-02-10,268.700012,270.399994,264.600006,267.790009,267.790009,13090800
2021-02-11,268.750000,274.260010,267.200012,268.929993,268.929993,15295800
2021-02-12,269.089996,270.250000,265.679993,267.850006,267.850006,9355100
2021-02-16,271.000000,274.290009,270.399994,270.700012,270.700012,16708700
2021-02-17,270.890015,272.316010,267.809998,270.829987,270.829987,13262400
2021-02-18,265.230011,266.179993,262.329987,264.510010,264.510010,15382300
2021-02-19,266.049988,269.390015,262.850006,263.589996,263.589996,14718400
2021-02-22,257.989990,259.459991,254.000000,254.000000,254.000000,14403500
2021-02-23,247.309998,254.899994,241.619995,252.750000,252.750000,15980300
2021-02-24,252.000000,252.000000,248.100006,250.339996,250.339996,12831700
2021-02-25,250.000000,250.339996,240.070007,240.179993,240.179993,17967300
2021-02-26,244.630005,244.899994,237.649994,237.759995,237.759995,17470700
2021-03-01,241.050003,242.789993,239.259995,241.690002,241.690002,14043300
2021-03-02,238.789993,241.199997,234.270004,234.419998,234.419998,14644200
2021-03-03,237.500000,239.608994,234.451004,236.270004,236.270004,13571700
2021-03-04,235.000000,236.369995,228.360001,230.500000,230.500000,22964800
2021-03-05,235.419998,236.429993,228.339996,233.889999,233.889999,15988400
2021-03-08,229.020004,230.809998,226.529999,226.690002,226.690002,17138400
2021-03-09,233.380005,238.740005,233.074997,238.139999,238.139999,15291300
2021-03-10,241.000000,241.324997,233.639999,234.300003,234.300003,10491200
2021-03-11,237.199997,241.720001,235.000000,240.800003,240.800003,15162500
2021-03-12,233.695007,235.449997,229.705994,231.869995,231.869995,17778400
2021-03-15,228.410004,230.449997,226.259995,230.279999,230.279999,14499700
2021-03-16,228.070007,229.850006,225.529999,226.929993,226.929993,19336600
2021-03-17,226.500000,235.630005,225.809998,233.339996,233.339996,16949500
2021-03-18,238.559998,239.500000,235.559998,236.429993,236.429993,14822300
2021-03-19,239.660004,241.600006,236.884003,239.789993,239.789993,15959700
2021-03-22,235.854996,238.529999,235.000000,237.119995,237.119995,12063200
2021-03-23,237.300003,241.119995,235.500000,237.669998,237.669998,12295600
2021-03-24,236.830002,237.300003,229.240005,229.589996,229.589996,15949900
2021-03-25,225.000000,229.240005,222.500000,222.720001,222.720001,24819800
2021-03-26,222.000000,229.238998,220.419998,227.259995,227.259995,22030800
2021-03-29,225.490005,232.380005,225.100006,231.860001,231.860001,18029100
2021-03-30,229.270004,230.449997,226.639999,229.250000,229.250000,14828700
2021-03-31,229.889999,231.520004,226.470001,226.729996,226.729996,16825400
2021-04-01,230.679993,231.250000,223.500000,224.360001,224.360001,23497500
2021-04-05,226.529999,226.570007,222.520004,225.300003,225.300003,14962100
2021-04-06,226.029999,232.000000,225.740005,230.570007,230.570007,18100400
2021-04-07,226.110001,228.190002,224.800003,225.419998,225.419998,18034900
2021-04-08,228.500000,229.419998,226.619995,228.240005,228.240005,12211300
2021-04-09,224.850006,225.070007,221.320007,223.309998,223.309998,19763000
2021-04-12,237.889999,244.910004,236.649994,244.009995,244.009995,57500300
2021-04-13,243.660004,245.690002,239.690002,241.889999,241.889999,20793000
2021-04-14,244.369995,245.089996,238.649994,239.229996,239.229996,12405200
2021-04-15,240.000000,240.949997,238.126999,239.089996,239.089996,11288900
2021-04-16,241.889999,241.889999,237.820007,238.690002,238.690002,14418800
2021-04-19,237.440002,238.419998,232.809998,234.779999,234.779999,11216000
2021-04-20,232.869995,234.630005,228.429993,229.880005,229.880005,12093900
2021-04-21,229.330002,229.490005,226.070007,229.440002,229.440002,14315900
2021-04-22,228.764999,234.000000,227.820007,229.350006,229.350006,11986200
2021-04-23,230.649994,233.000000,230.509995,232.080002,232.080002,8967000
2021-04-26,231.500000,233.490005,230.820007,232.699997,232.699997,7792900
2021-04-27,233.440002,236.929993,232.080002,235.919998,235.919998,11646300
2021-04-28,237.570007,239.220001,236.330002,236.720001,236.720001,9187700
2021-04-29,237.789993,238.050003,232.600006,234.179993,234.179993,9552800
2021-04-30,231.770004,233.850006,230.509995,230.949997,230.949997,9317400
2021-05-03,231.270004,236.169998,230.404999,230.710007,230.710007,13620900
2021-05-04,230.250000,231.479996,225.449997,227.899994,227.899994,13260500
2021-05-05,228.000000,228.910004,226.729996,226.779999,226.779999,7243200
2021-05-06,227.110001,228.440002,222.880005,226.419998,226.419998,12247700
2021-05-07,227.899994,228.789993,225.050003,225.309998,225.309998,10535200
2021-05-10,222.869995,222.869995,218.559998,219.529999,219.529999,17266700
2021-05-11,213.710007,221.389999,213.000000,221.380005,221.380005,13887700
2021-05-12,224.740005,225.289993,219.000000,219.899994,219.899994,20366900
2021-05-13,213.149994,215.500000,204.389999,206.080002,206.080002,51693900
2021-05-14,209.923996,210.940002,206.020004,209.509995,209.509995,31600800
2021-05-17,210.615005,213.149994,209.440002,211.050003,211.050003,20529800
2021-05-18,212.500000,215.169998,211.419998,213.720001,213.720001,19519400
2021-05-19,211.100006,212.910004,210.119995,212.539993,212.539993,17030400
2021-05-20,212.994995,217.630005,212.630005,216.990005,216.990005,19123400
2021-05-21,215.229996,215.889999,209.869995,211.059998,211.059998,22808200
